,OperatingRevenue,Revenue,CostofGoodsSold,GrossProfit,SG&AExpense,SpecialIncomeandCharges,OperatingInterestExpense,OperatingInterestIncome,NetOperatingInterestIncome,OtherOperatingExpenses,TotalOperatingExpenses,OperatingIncome,Non-OperatingInterestIncome,Non-OperatingInterestExpense,NetNon-OperatingInterestIncomeExpense,OtherIncomeandExpenses,NetInterestIncome,Pre-TaxIncome,ProvisionforIncomeTaxes,IncomefromContinuingOperations,IncomefromDiscontinuedOperations,"ExtraordinaryItems,IncomeStatement",IncomeAttributabletoMinorityInterest,NetIncome,NormalizedIncome,EBITDA,ReconciledDepreciation,EBIT,,EPSBasicfromContinuingOperations,EPSBasicfromDiscontinuedOperations,EPSBasicfromExtraordinaries,NormalizedBasicEPS,EPSBasic,,EPSDilutedfromContinuingOperations,EPSDilutedfromDiscontinuedOperations,EPSDilutedfromExtraordinaries,NormalizedDilutedEPS,EPSDiluted,,AverageBasicSharesOutstanding,AverageDilutedSharesOutstanding,DividendPerShare,,AsOriginallyReported,Restated
2004-03,2.122B,2.122B,1.554B,567.70M,342.20M,-3.50M,,,,,342.20M,225.50M,,,,-3.50M,,181.30M,18.50M,162.80M,16.70M,,,179.50M,165.94M,267.40M,41.90M,225.50M,,0.465,0.05,,0.4740,0.515,,0.46,0.05,,0.4689,0.51,,348.54M,351.96M,0.095,,,
2003-12,3.874B,3.874B,2.996B,877.60M,569.90M,15.30M,,,,,569.90M,307.70M,,,,15.30M,,267.10M,43.80M,223.30M,-25.90M,,,197.40M,210.51M,373.40M,65.70M,307.70M,,-0.03,0.595,,-0.0664,0.565,,-0.03,0.595,,-0.0664,0.565,,351.28M,351.28M,0.095,,,
2003-09,2.064B,2.064B,1.524B,540.30M,329.40M,-2.00M,,,,-5.40M,324.00M,216.30M,,,,-2.00M,,168.80M,21.60M,145.20M,9.40M,,,154.60M,146.94M,244.30M,28.00M,216.30M,,0.425,0.025,,0.4301,0.45,,0.415,0.025,,0.4200,0.44,,343.56M,351.36M,0.095,,,
2003-06,2.434B,2.434B,1.843B,591.10M,382.60M,2.50M,,,,,382.60M,208.50M,,,,2.50M,,167.00M,21.20M,145.80M,-6.50M,,,139.30M,143.62M,257.60M,49.10M,208.50M,,0.43,-0.02,,0.4236,0.41,,0.425,-0.02,,0.4187,0.405,,339.76M,343.95M,0.085,,,
2003-03,2.120B,2.120B,1.631B,489.00M,329.10M,-6.60M,,,,,329.10M,159.90M,,,,-6.60M,,103.30M,13.30M,90.00M,63.20M,,,153.20M,95.75M,211.10M,51.20M,159.90M,,0.265,0.19,,0.2821,0.455,,0.265,0.185,,0.2819,0.45,,336.70M,340.44M,0.085,,,
2002-12,2.489B,2.489B,1.894B,594.60M,409.80M,-5.20M,,,,,409.80M,184.80M,,,,-5.20M,,111.90M,-15.90M,127.80M,55.60M,0.00,,183.40M,130.92M,245.00M,60.20M,184.80M,,0.375,0.17,0.00,0.3843,0.545,,0.375,0.165,-0.0039,0.3842,0.545,,334.77M,338.98M,0.085,,,
2002-09,2.208B,2.208B,1.692B,516.70M,358.00M,-9.40M,,,,,358.00M,158.70M,,,,-9.40M,,90.60M,11.80M,78.80M,10.50M,,,89.30M,86.98M,175.00M,16.30M,158.70M,,0.235,0.03,,0.2592,0.265,,0.235,0.03,,0.2591,0.265,,338.40M,339.80M,0.085,,,
2002-06,2.587B,2.587B,1.995B,592.50M,378.80M,-18.60M,,,,,378.80M,213.70M,,,,-18.60M,,131.80M,24.40M,107.40M,,,-3.80M,107.40M,122.56M,294.10M,80.40M,213.70M,,0.32,0.00,,0.3652,0.32,,0.315,0.00,,0.3595,0.315,,335.62M,340.95M,0.085,,,
2002-03,2.017B,2.017B,1.53B,487.00M,325.90M,-20.10M,,,,,325.90M,161.10M,,,,-20.10M,,81.80M,11.30M,70.50M,10.40M,,,80.90M,87.82M,210.10M,49.00M,161.10M,,0.21,0.03,,0.2615,0.24,,0.21,0.03,,0.2611,0.24,,336.60M,339.20M,0.085,,,
2001-12,1.479B,1.479B,1.151B,327.80M,304.20M,-25.90M,,,,,304.20M,23.60M,,,,-25.90M,,-63.90M,-99.90M,36.00M,,,-4.00M,100.10M,51.54M,64.30M,40.70M,23.60M,,0.015,0.29,,0.0625,0.305,,0.005,0.29,,0.0510,0.295,,327.27M,337.81M,0.085,,,
2001-09,2.375B,2.375B,1.865B,509.90M,368.80M,-41.20M,,,,,368.80M,141.10M,,,,-41.20M,,31.30M,-2.60M,33.90M,,,-2.50M,33.90M,58.62M,231.50M,90.40M,141.10M,,0.10,0.00,,0.1734,0.10,,0.10,0.00,,0.1730,0.10,,336.60M,338.40M,0.085,,,
2001-06,2.286B,2.286B,1.698B,588.10M,319.10M,-19.00M,,,,,404.40M,183.70M,,,,-19.00M,,97.00M,34.10M,62.90M,,,-5.60M,62.90M,75.22M,285.90M,102.20M,183.70M,,0.19,0.00,,0.2266,0.19,,0.19,0.00,,0.2266,0.19,,336.77M,336.77M,0.085,,,
2001-03,2.120B,2.120B,1.553B,566.80M,306.40M,-23.60M,,,,,391.30M,175.50M,,,,-23.60M,,77.50M,28.20M,49.30M,,,-8.50M,49.30M,64.31M,260.40M,84.90M,175.50M,,0.155,0.00,,0.2019,0.155,,0.155,0.00,,0.2019,0.155,,319.80M,319.80M,0.085,,,
2000-12,1.251B,1.251B,898.20M,353.10M,245.10M,-49.70M,,,,,245.10M,108.00M,,,,-49.70M,,600.50M,3.30M,-2.80M,108.90M,,-9.60M,106.10M,46.63M,149.90M,41.90M,108.00M,,-0.13,0.46,,0.0235,0.33,,-0.13,0.455,,0.0230,0.33,,322.01M,323.01M,0.085,,,
2000-09,2.512B,2.512B,1.889B,622.90M,341.50M,19.50M,,,,,341.50M,281.40M,,,,19.50M,,206.30M,75.60M,130.70M,121.20M,,-10.10M,251.90M,118.35M,387.60M,106.20M,281.40M,,0.405,0.375,,0.3666,0.78,,0.40,0.375,,0.3619,0.775,,321.80M,324.20M,0.085,,,
2000-06,2.233B,2.233B,1.548B,684.40M,269.60M,-9.70M,,,,,335.90M,348.50M,,,,-9.70M,,270.80M,93.10M,177.70M,-2.30M,,-12.70M,175.40M,184.07M,414.80M,66.30M,348.50M,,0.55,-0.005,,0.5697,0.545,,0.545,-0.005,,0.5645,0.54,,323.00M,325.60M,0.085,,,
2000-03,2.020B,2.020B,1.413B,607.80M,269.50M,-5.00M,,,,,338.50M,269.30M,,,,-5.00M,,208.60M,76.90M,131.70M,4.30M,,-7.50M,136.00M,134.86M,338.30M,69.00M,269.30M,,0.405,-0.015,,0.4147,0.39,,0.40,-0.015,,0.4097,0.385,,324.00M,324.00M,0.085,,,
1999-12,2.040B,2.040B,1.694B,345.40M,286.50M,16.50M,,,,,82.00M,263.40M,,,,16.50M,,244.30M,84.90M,159.40M,6.50M,,-7.80M,165.90M,148.63M,331.30M,67.90M,263.40M,,0.165,0.345,,0.1319,0.51,,0.165,0.0192,,0.1332,0.4905,,324.90M,338.22M,0.085,,,
1999-09,1.846B,1.846B,1.268B,578.10M,248.50M,-8.20M,,,,,305.20M,272.90M,,,,-8.20M,,207.00M,73.50M,133.50M,4.00M,,-7.60M,137.50M,138.79M,339.60M,66.70M,272.90M,,0.405,0.015,,0.4212,0.42,,0.40,0.015,,0.4160,0.415,,327.38M,331.33M,0.085,,,
1999-06,2.042B,2.042B,1.399B,643.20M,268.80M,-2.20M,,,,,338.40M,304.80M,,,,-2.20M,,242.20M,86.00M,156.20M,10.30M,,-7.30M,166.50M,157.62M,374.40M,64.70M,304.80M,,0.475,0.03,,0.4793,0.505,,0.465,0.03,,0.4692,0.495,,329.70M,336.36M,0.075,,,
1999-03,1.891B,1.891B,1.317B,574.00M,262.30M,-3.10M,,,,,335.40M,238.60M,,,,-3.10M,,176.70M,62.70M,114.00M,7.10M,,-6.30M,121.10M,116.00M,311.70M,73.10M,238.60M,,0.35,0.02,,0.3561,0.37,,0.345,0.02,,0.3511,0.365,,327.20M,327.20M,0.075,,,
1998-12,1.971B,1.971B,1.387B,584.10M,260.30M,25.70M,,,,,325.40M,258.70M,,,,25.70M,,223.90M,70.20M,153.70M,-4.00M,,-7.60M,149.70M,136.06M,323.80M,65.10M,258.70M,,0.15,0.31,,0.0957,0.46,,0.15,0.305,,0.0963,0.455,,324.92M,328.60M,0.075,,,
1998-09,1.802B,1.802B,1.250B,552.60M,245.20M,-11.70M,,,,,315.60M,237.00M,,,,-11.70M,,166.40M,59.10M,107.30M,12.10M,,-7.40M,119.40M,114.84M,307.40M,55.00M,237.00M,,0.33,0.035,,0.3531,0.365,,0.325,0.035,,0.3477,0.36,,327.12M,331.67M,0.075,,,
1998-06,2.186B,2.186B,1.523B,663.60M,303.20M,5.20M,,,,,377.30M,286.30M,,,,5.20M,,218.40M,77.50M,140.90M,,,-15.10M,140.90M,137.55M,360.40M,74.10M,286.30M,,0.43,0.00,,0.4198,0.43,,0.425,0.00,,0.4149,0.425,,327.67M,331.53M,0.075,,,
1998-03,2.003B,2.003B,1.415B,588.20M,305.20M,6.50M,,,,,374.60M,213.60M,,,,6.50M,,153.60M,54.50M,99.10M,,,-4.20M,99.10M,94.91M,283.00M,69.40M,213.60M,,0.30,0.00,,0.2873,0.30,,0.30,0.00,,0.2873,0.30,,330.33M,330.33M,0.075,,,
1997-12,1.068B,1.068B,735.90M,332.40M,122.40M,-14.60M,,,,,164.80M,167.60M,,,,-14.60M,,110.30M,38.20M,72.10M,,,9.40M,94.00M,81.64M,210.00M,42.40M,167.60M,,0.285,0.00,,0.3139,0.285,,0.285,0.00,,0.3139,0.285,,329.73M,329.82M,0.075,,,
1997-09,1.694B,1.694B,1.201B,492.80M,263.50M,6.30M,,,,,313.10M,179.70M,,,,6.30M,,156.60M,59.50M,97.10M,,,-3.30M,97.10M,93.19M,229.30M,49.60M,179.70M,,0.30,0.00,,0.2879,0.30,,0.29,0.00,,0.2783,0.29,,323.67M,334.83M,0.075,,,
1997-06,1.837B,1.837B,1.311B,526.00M,272.30M,6.50M,,,,,316.40M,209.60M,,,,6.50M,,179.90M,68.30M,111.60M,,,-7.10M,111.60M,107.57M,253.70M,44.10M,209.60M,,0.34,0.00,,0.3277,0.34,,0.34,0.00,,0.3277,0.34,,328.24M,328.24M,0.0684,,,
1997-03,1.639B,1.639B,1.172B,467.10M,244.40M,-4.50M,,,,,300.50M,166.60M,,,,-4.50M,,131.60M,53.80M,77.80M,,,-2.60M,77.80M,80.50M,222.70M,56.10M,166.60M,,0.24,0.00,,0.2483,0.24,,0.24,0.00,,0.2483,0.24,,324.17M,324.17M,0.0684,,,
1996-12,1.740B,1.740B,1.228B,512.00M,256.00M,4.60M,,,,,304.10M,207.90M,,,,4.60M,,173.50M,64.20M,109.30M,,,-10.60M,109.30M,106.40M,256.00M,48.10M,207.90M,,0.34,0.00,,0.3310,0.34,,0.34,0.00,,0.3310,0.34,,321.13M,321.13M,0.0684,,,
1996-09,1.596B,1.596B,1.154B,441.90M,240.40M,13.40M,,,,,293.20M,148.70M,,,,13.40M,,130.00M,48.10M,81.90M,,,-4.00M,81.90M,73.46M,201.50M,52.80M,148.70M,,0.25,0.00,,0.2242,0.25,,0.25,0.00,,0.2242,0.25,,327.60M,327.60M,0.0684,,,
1996-06,1.762B,1.762B,1.288B,473.60M,247.60M,6.50M,,,,,297.30M,176.30M,,,,6.50M,,146.50M,54.20M,92.30M,,,-4.20M,92.30M,88.20M,226.00M,49.70M,176.30M,,0.29,0.00,,0.2771,0.29,,0.285,0.00,,0.2724,0.285,,318.28M,323.86M,0.0617,,,
1996-03,1.605B,1.605B,1.157B,448.10M,245.50M,-0.90M,,,,,297.50M,150.60M,,,,-0.90M,,118.30M,43.80M,74.50M,,,-0.10M,74.50M,75.07M,202.60M,52.00M,150.60M,,0.23,0.00,,0.2318,0.23,,0.23,0.00,,0.2318,0.23,,323.91M,323.91M,0.0617,,,
1995-12,1.63B,1.63B,1.156B,474.50M,257.00M,16.00M,,,,,304.50M,170.00M,,,,16.00M,,151.80M,56.20M,95.60M,,,-7.10M,95.60M,85.52M,217.50M,47.50M,170.00M,,0.30,0.00,,0.2684,0.30,,0.295,0.00,,0.2641,0.295,,319.09M,326.62M,0.0617,,,
1995-09,1.521B,1.521B,1.110B,411.40M,239.10M,11.70M,,,,,292.30M,119.10M,,,,11.70M,,98.10M,36.30M,61.80M,,,-0.20M,61.80M,54.43M,172.30M,53.20M,119.10M,,0.195,0.00,,0.1717,0.195,,0.195,0.00,,0.1717,0.195,,316.92M,316.92M,0.0617,,,
1995-06,1.392B,1.392B,1.009B,383.10M,222.40M,9.30M,,,,,264.40M,118.70M,,,,9.30M,,106.90M,40.30M,66.60M,,,-3.10M,66.60M,60.81M,160.70M,42.00M,118.70M,,0.21,0.00,,0.1917,0.21,,0.21,0.00,,0.1917,0.21,,317.14M,317.14M,0.0617,,,
1995-03,1.186B,1.186B,856.40M,329.20M,203.30M,-5.70M,,,,,240.00M,89.20M,,,,-5.70M,,72.30M,26.00M,46.30M,,,-2.20M,46.30M,49.95M,125.90M,36.70M,89.20M,,0.145,0.00,,0.1564,0.145,,0.145,0.00,,0.1564,0.145,,319.31M,319.31M,0.0617,,,
1994-12,1.240B,1.240B,860.80M,378.90M,208.50M,18.50M,,,,,242.60M,136.30M,,,,18.50M,,120.50M,42.40M,78.10M,,,-10.50M,78.10M,66.11M,170.40M,34.10M,136.30M,,0.245,0.00,,0.2075,0.245,,0.245,0.00,,0.2075,0.245,,319.77M,319.77M,0.0617,,,
1994-09,1.114B,1.114B,807.40M,306.30M,184.50M,-0.50M,,,,,217.30M,89.00M,,,,-0.50M,,76.20M,27.80M,48.40M,,,-1.00M,48.40M,48.72M,121.90M,32.90M,89.00M,,0.155,0.00,,0.1560,0.155,,0.155,0.00,,0.1560,0.155,,312.26M,312.26M,0.0617,,,
1994-06,1.144B,1.144B,832.10M,311.70M,186.10M,3.00M,,,,,219.80M,91.90M,,,,3.00M,,81.20M,29.60M,51.60M,,,-1.80M,51.60M,49.69M,125.60M,33.70M,91.90M,,0.165,0.00,,0.1589,0.165,,0.165,0.00,,0.1589,0.165,,312.73M,312.73M,0.0584,,,
1994-03,1.010B,1.010B,744.10M,266.20M,174.30M,5.70M,,,,,206.10M,60.10M,,,,5.70M,,52.00M,19.00M,33.00M,,,-0.20M,33.00M,29.38M,91.90M,31.80M,60.10M,,0.105,0.00,,0.0935,0.105,,0.105,0.00,,0.0935,0.105,,314.29M,314.29M,0.0584,,,
1993-12,1.089B,1.089B,771.20M,317.50M,176.60M,20.30M,,,,,205.00M,112.50M,,,,20.30M,,103.80M,36.10M,67.70M,,,-9.70M,46.70M,54.46M,140.90M,28.40M,112.50M,,0.215,-0.065,,0.1724,0.15,,0.21,-0.065,,0.1692,0.145,,310.45M,324.37M,0.0584,,,
1993-09,973.50M,973.50M,704.50M,269.00M,172.80M,3.70M,,,,,204.40M,64.60M,,,,3.70M,,55.00M,19.80M,35.20M,,,-0.50M,35.20M,32.83M,96.20M,31.60M,64.60M,,0.11,0.00,,0.1026,0.11,,0.11,0.00,,0.1026,0.11,,320.00M,320.00M,0.0584,,,
1993-06,1.007B,1.007B,720.20M,286.60M,184.60M,1.60M,,,,,217.20M,69.40M,,,,1.60M,,56.20M,20.20M,36.00M,,,-1.10M,36.00M,34.98M,102.00M,32.60M,69.40M,,0.115,0.00,,0.1117,0.115,,0.115,0.00,,0.1117,0.115,,313.04M,313.04M,0.0584,,,
1993-03,952.10M,952.10M,697.10M,255.00M,178.90M,7.50M,,,,,209.80M,45.20M,,,,7.50M,,38.50M,13.90M,24.60M,,,-0.30M,24.60M,19.81M,76.10M,30.90M,45.20M,,0.08,0.00,,0.0644,0.08,,0.08,0.00,,0.0644,0.08,,307.50M,307.50M,0.0584,,,
1992-12,1.092B,1.092B,798.10M,293.50M,253.20M,-6.40M,,,,,283.10M,10.40M,,,,-6.40M,,25.50M,10.70M,14.80M,,,,-335.20M,18.64M,40.30M,29.90M,10.40M,,0.045,-1.12,,0.0570,-1.075,,0.045,-1.12,,0.0570,-1.075,,319.67M,319.67M,0.0584,,,
1992-09,904.00M,904.00M,661.00M,243.00M,166.50M,23.60M,,,,,195.50M,47.50M,,,,23.60M,,56.10M,20.20M,35.90M,,,,35.90M,20.80M,76.50M,29.00M,47.50M,,0.115,0.00,,0.0666,0.115,,0.115,0.00,,0.0666,0.115,,312.17M,312.17M,0.0584,,,
1992-06,926.90M,926.90M,674.40M,252.50M,154.20M,3.70M,,,,,183.10M,69.40M,,,,3.70M,,60.00M,21.40M,38.60M,,,,38.60M,36.22M,98.30M,28.90M,69.40M,,0.125,0.00,,0.1173,0.125,,0.125,0.00,,0.1173,0.125,,308.80M,308.80M,0.0584,,,
1992-03,861.20M,861.20M,631.80M,229.40M,152.80M,5.90M,,,,,181.60M,47.80M,,,,5.90M,,41.60M,15.20M,26.40M,,,,26.40M,22.66M,76.60M,28.80M,47.80M,,0.085,0.00,,0.0729,0.085,,0.085,0.00,,0.0729,0.085,,310.59M,310.59M,0.0551,,,
1991-12,933.90M,933.90M,657.90M,276.00M,142.30M,-10.50M,,,,,168.40M,107.60M,,,,-10.50M,,84.20M,29.50M,54.70M,,,,54.70M,61.52M,133.70M,26.10M,107.60M,,0.175,0.00,,0.1967,0.175,,0.175,0.00,,0.1967,0.175,,314.00M,314.00M,0.0551,,,
1991-09,865.50M,865.50M,628.80M,236.70M,147.00M,5.60M,,,,,174.00M,62.70M,,,,5.60M,,54.60M,19.90M,34.70M,,,,34.70M,31.14M,89.70M,27.00M,62.70M,,0.115,0.00,,0.1032,0.115,,0.115,0.00,,0.1032,0.115,,301.74M,301.74M,0.0551,,,
1991-06,922.60M,922.60M,685.50M,237.10M,151.00M,8.40M,,,,,178.80M,58.30M,,,,8.40M,,51.30M,18.50M,32.80M,,,,32.80M,27.43M,86.10M,27.80M,58.30M,,0.105,0.00,,0.0878,0.105,,0.105,0.00,,0.0878,0.105,,312.38M,312.38M,0.0551,,,
1991-03,864.20M,864.20M,644.20M,220.00M,147.40M,17.60M,,,,,175.20M,44.80M,,,,17.60M,,45.10M,16.70M,28.40M,,,,28.40M,17.32M,72.60M,27.80M,44.80M,,0.095,0.00,,0.0579,0.095,,0.095,0.00,,0.0579,0.095,,298.95M,298.95M,0.0551,,,
1990-12,967.00M,967.00M,695.90M,271.10M,154.40M,-25.90M,,,,,178.60M,92.50M,,,,-25.90M,,68.60M,22.90M,45.70M,,,,45.70M,62.95M,116.70M,24.20M,92.50M,,0.15,0.00,,0.2066,0.15,,0.15,0.00,,0.2066,0.15,,304.59M,304.59M,0.0551,,,
1990-09,936.60M,936.60M,687.50M,249.10M,145.90M,10.50M,,,,,171.50M,77.60M,,,,10.50M,,61.10M,20.90M,40.20M,,,,40.20M,33.29M,103.20M,25.60M,77.60M,,0.13,0.00,,0.1077,0.13,,0.13,0.00,,0.1077,0.13,,309.23M,309.23M,0.0551,,,
1990-06,932.00M,932.00M,667.10M,264.90M,143.00M,6.70M,,,,,167.50M,97.40M,,,,6.70M,,83.10M,29.20M,53.90M,,,,53.90M,49.55M,121.90M,24.50M,97.40M,,0.175,0.00,,0.1609,0.175,,0.175,0.00,,0.1609,0.175,,308.00M,308.00M,0.0501,,,
1990-03,902.30M,902.30M,646.50M,255.80M,142.90M,3.80M,,,,,165.90M,89.90M,,,,3.80M,,72.40M,26.80M,45.60M,,,,45.60M,43.21M,112.90M,23.00M,89.90M,,0.145,0.00,,0.1374,0.145,,0.145,0.00,,0.1374,0.145,,314.48M,314.48M,0.0501,,,
1989-12,893.00M,893.00M,627.80M,265.20M,131.60M,-25.40M,,,,,151.20M,114.00M,,,,-25.40M,,100.40M,35.60M,64.80M,,,,64.80M,81.19M,133.60M,19.60M,114.00M,,0.205,0.00,,0.2572,0.205,,0.205,0.00,,0.2572,0.205,,313.93M,313.93M,0.0501,,,
1989-09,845.30M,845.30M,620.30M,225.00M,129.00M,7.10M,,,,,150.00M,75.00M,,,,7.10M,,67.50M,23.20M,44.30M,,,,44.30M,39.64M,96.00M,21.00M,75.00M,,0.135,0.00,,0.1208,0.135,,0.135,0.00,,0.1208,0.135,,328.15M,328.15M,0.0501,,,
1989-06,907.40M,907.40M,662.10M,245.30M,129.00M,4.40M,,,,,149.00M,96.30M,,,,4.40M,,80.60M,28.20M,52.40M,,,,52.40M,49.54M,116.30M,20.00M,96.30M,,0.165,0.00,,0.1560,0.165,,0.165,0.00,,0.1560,0.165,,317.58M,317.58M,0.0501,,,
1989-03,801.80M,801.80M,,,,,,,,,,801.80M,,,,,,,,40.70M,,,,40.70M,,801.80M,,801.80M,,0.125,0.00,,0.125,0.125,,0.125,0.00,,0.125,0.125,,307.69M,307.69M,0.0434,,,
1988-12,815.10M,815.10M,,,,,,,,,,-1.921B,,,,,,,,58.30M,,,,58.30M,,-1.921B,,-1.921B,,,,,,,,,,,,,,309.98M,309.98M,0.0434,,,
1988-09,715.40M,715.40M,,,,,,,,,,715.40M,,,,,,,,29.60M,,,,29.60M,,715.40M,,715.40M,,0.09,0.00,,0.09,0.09,,0.09,0.00,,0.09,0.09,,311.17M,311.17M,0.0434,,,
1988-06,779.80M,779.80M,,,,,,,,,,779.80M,,,,,,,,40.10M,,,,40.10M,,779.80M,,779.80M,,0.125,0.00,,0.125,0.125,,0.125,0.00,,0.125,0.125,,310.15M,310.15M,0.0434,,,
1988-03,711.00M,711.00M,,,,,,,,,,711.00M,,,,,,,,33.60M,,,,33.60M,,711.00M,,711.00M,,0.105,0.00,,0.105,0.105,,0.105,0.00,,0.105,0.105,,316.43M,316.43M,0.0434,,,
1987-12,743.10M,743.10M,,,,,,,,,,-1.636B,,,,,,,,43.60M,,,,43.60M,,-1.636B,,-1.636B,,,,,,,,,,,,,,310.15M,310.15M,0.0434,,,
1987-09,631.10M,631.10M,,,,,,,,,,631.10M,,,,,,,,22.30M,,,,22.30M,,631.10M,,631.10M,,0.07,0.00,,0.07,0.07,,0.07,0.00,,0.07,0.07,,316.43M,316.43M,0.0434,,,
1987-06,664.30M,664.30M,,,,,,,,,,664.30M,,,,,,,,22.20M,,,,22.20M,,664.30M,,664.30M,,0.065,0.00,,0.065,0.065,,0.065,0.00,,0.065,0.065,,300.66M,300.66M,0.0434,,,
1987-03,609.40M,609.40M,,,,,,,,,,609.40M,,,,,,,,19.80M,,,,19.80M,,609.40M,,609.40M,,0.06,0.00,,0.06,0.06,,0.06,0.00,,0.06,0.06,,300.66M,300.66M,0.0434,,,
1986-12,768.40M,768.40M,,,,,,,,,,-1.816B,,,,,,,,48.70M,,,,48.70M,,-1.816B,,-1.816B,,,,,,,,,,,,,,300.66M,300.66M,0.0434,,,
1986-09,644.80M,644.80M,,,,,,,,,,644.80M,,,,,,,,17.90M,,,,17.90M,,644.80M,,644.80M,,0.055,0.00,,0.055,0.055,,0.055,0.00,,0.055,0.055,,300.39M,300.39M,0.0434,,,
1986-06,726.00M,726.00M,,,,,,,,,,726.00M,,,,,,,,18.10M,,,,18.10M,,726.00M,,726.00M,,0.055,0.00,,0.055,0.055,,0.055,0.00,,0.055,0.055,,298.23M,298.23M,0.0434,,,
1986-03,660.30M,660.30M,,,,,,,,,,660.30M,,,,,,,,15.90M,,,,15.90M,,660.30M,,660.30M,,0.05,0.00,,0.05,0.05,,0.05,0.00,,0.05,0.05,,298.23M,298.23M,0.0434,,,
1985-12,726.90M,726.90M,,,,,,,,,,-1.707B,,,,,,,,32.10M,,,,32.10M,,-1.707B,,-1.707B,,,,,,,,,,,,,,298.23M,298.23M,,,,
1985-09,612.20M,612.20M,,,,,,,,,,612.20M,,,,,,,,16.60M,,,,16.60M,,612.20M,,612.20M,,0.055,0.00,,0.055,0.055,,0.055,0.00,,0.055,0.055,,297.98M,297.98M,,,,
1985-06,667.10M,667.10M,,,,,,,,,,667.10M,,,,,,,,16.70M,,,,16.70M,,667.10M,,667.10M,,0.055,0.00,,0.055,0.055,,0.055,0.00,,0.055,0.055,,297.59M,297.59M,,,,
1985-03,631.20M,631.20M,,,,,,,,,,631.20M,,,,,,,,14.20M,,,,14.20M,,631.20M,,631.20M,,0.045,0.00,,0.045,0.045,,0.045,0.00,,0.045,0.045,,297.59M,297.59M,,,,
1984-12,669.40M,669.40M,,,,,,,,,,-1.631B,,,,,,,,26.70M,,,,26.70M,,-1.631B,,-1.631B,,,,,,,,,,,,,,297.59M,297.59M,,,,
1984-09,588.80M,588.80M,,,,,,,,,,588.80M,,,,,,,,11.50M,,,,11.50M,,588.80M,,588.80M,,0.035,0.00,,0.035,0.035,,0.035,0.00,,0.035,0.035,,297.59M,297.59M,,,,
1984-06,647.40M,647.40M,,,,,,,,,,647.40M,,,,,,,,16.90M,,,,16.90M,,647.40M,,647.40M,,0.055,0.00,,0.055,0.055,,0.055,0.00,,0.055,0.055,,298.04M,298.04M,,,,
1984-03,572.50M,572.50M,,,,,,,,,,572.50M,,,,,,,,7.40M,,,,7.40M,,572.50M,,572.50M,,0.02,0.00,,0.02,0.02,,0.02,0.00,,0.02,0.02,,297.38M,297.38M,,,,
